start,end,name,index
10.5,16.0,p_stand,10
16.0,17.09,t_turn,19
17.09,24.0,a_walk,4
24.0,27.954,p_stand,10
27.954,29.397,a_walk,4
29.397,30.716,t_turn,19
30.727,36.398,a_walk,4
36.398,36.887,p_stand,10
36.887,38.16,t_turn,19
38.171,39.898,p_stand,10
39.909,41.046,t_turn,19
41.08,44.466,a_walk,4
44.467,44.876,p_stand,10
44.887,47.569,a_jump,2
47.581,49.717,p_stand,10
49.729,50.706,t_turn,19
50.729,52.979,a_walk,4
53.002,53.843,p_stand,10
53.843,54.979,t_turn,19
55.014,59.286,a_walk,4
59.295,92.638,p_stand,10
92.658,93.408,t_bend,11
93.431,96.977,p_bent,5
96.977,97.863,t_straighten,18
97.885,103.203,p_stand,10
103.215,104.909,t_stand_kneel,16
104.909,108.965,p_kneel,6
108.994,110.062,t_straighten,18
110.085,117.608,p_stand,10
117.631,118.381,t_turn,19
118.404,118.927,a_walk,4
118.95,119.95,t_turn,19
119.962,120.734,t_stand_sit,17
120.734,125.916,p_sit,8
125.928,127.318,t_sit_lie,14
127.318,133.755,p_lie,7
142.358,148.575,p_lie,7
148.575,150.075,t_lie_sit,13
150.087,156.11,p_sit,8
156.11,157.087,t_sit_stand,15
157.087,163.951,p_stand,10
163.963,165.054,t_bend,11
165.088,167.929,p_bent,5
167.929,169.021,t_straighten,18
169.021,175.589,p_stand,10
177.044,180.431,p_squat,9
181.567,188.817,p_stand,10
188.84,190.203,t_stand_sit,17
190.226,194.749,p_sit,8
194.749,196.294,t_sit_lie,14
196.294,201.022,p_lie,7
209.999,214.863,p_lie,7
214.885,217.044,t_lie_sit,13
217.044,222.84,p_sit,8
222.84,224.249,t_sit_stand,15
224.249,229.794,p_stand,10
229.794,231.112,t_bend,11
231.113,234.204,p_bent,5
234.204,235.385,t_straighten,18
235.385,240.749,p_stand,10
242.476,247.158,p_squat,9
248.431,254.999,p_stand,10
254.999,255.908,t_stand_sit,17
255.908,260.817,p_sit,8
260.817,262.181,t_sit_lie,14
262.181,267.908,p_lie,7
277.34,283.135,p_lie,7
283.135,284.567,t_lie_sit,13
284.567,289.794,p_sit,8
289.817,291.113,t_sit_stand,15
291.113,298.181,p_stand,10
298.181,299.203,t_bend,11
299.203,302.794,p_bent,5
302.794,304.022,t_straighten,18
304.022,308.909,p_stand,10
310.022,314.203,p_squat,9
315.476,322.044,p_stand,10
322.044,324.044,t_stand_sit,17
324.045,327.59,p_sit,8
327.59,328.771,t_sit_lie,14
328.771,334.84,p_lie,7
342.454,348.431,p_lie,7
348.431,349.658,t_lie_sit,13
349.658,355.408,p_sit,8
355.408,357.0,t_sit_stand,15
357.0,362.84,p_stand,10
362.863,363.863,t_bend,11
363.863,367.431,p_bent,5
367.431,368.34,t_straighten,18
368.34,372.84,p_stand,10
373.977,378.613,p_squat,9
379.749,385.908,p_stand,10
385.908,388.658,t_stand_sit,17
388.658,392.272,p_sit,8
392.272,393.703,t_sit_lie,14
393.703,398.294,p_lie,7
406.862,411.953,p_lie,7
411.954,413.885,t_lie_sit,13
413.885,418.226,p_sit,8
418.226,419.772,t_sit_stand,15
419.772,426.726,p_stand,10
426.726,428.612,a_walk,4
428.612,442.09,p_stand,10
442.09,443.203,t_turn,19
443.204,446.727,a_walk,4
446.727,450.386,p_stand,10
450.386,456.727,a_walk,4
456.727,459.045,a_descend,1
459.045,460.681,t_turn,19
460.681,462.09,p_stand,10
462.09,462.612,t_turn,19
462.612,468.453,a_walk,4
468.476,471.84,p_stand,10
471.84,472.817,t_turn,19
472.817,489.272,p_stand,10
489.272,489.953,t_turn,19
489.953,492.453,a_walk,4
492.454,492.977,p_stand,10
492.977,493.317,t_bend,11
493.318,498.362,p_bent,5
498.362,499.885,t_straighten,18
499.885,512.363,p_stand,10
512.363,513.84,t_bend,11
