start,end,name,index
13.0,35.872,p_stand,10
35.893,43.659,a_walk,4
43.7,85.2,p_stand,10
85.212,93.461,a_walk,4
93.465,97.084,p_stand,10
97.084,99.827,a_walk,4
99.827,102.078,a_jump,2
102.08,105.142,p_stand,10
105.146,129.079,a_walk,4
129.105,146.01,p_stand,10
146.01,147.085,t_bend,11
147.085,150.211,p_bent,5
150.233,152.137,t_straighten,18
152.137,157.222,p_stand,10
157.233,160.616,t_stand_kneel,16
160.616,163.404,p_kneel,6
163.404,164.989,t_kneel_stand,12
164.989,170.223,p_stand,10
170.234,171.319,t_turn,19
171.319,172.744,a_walk,4
172.765,174.148,t_stand_sit,17
174.169,184.531,p_sit,8
184.531,188.468,t_sit_lie,14
188.468,189.67,p_lie,7
189.67,192.981,t_lie_sit,13
192.981,198.467,p_sit,8
200.68,205.425,p_sit,8
205.425,207.149,t_sit_stand,15
207.202,218.84,p_stand,10
218.862,221.053,t_bend,11
221.074,222.521,p_bent,5
222.531,223.638,t_straighten,18
223.648,227.627,p_stand,10
227.627,229.861,t_stand_kneel,16
229.861,232.351,p_kneel,6
232.351,234.202,t_kneel_stand,12
234.223,237.712,p_stand,10
237.744,239.297,t_turn,19
239.318,242.786,t_stand_sit,17
242.789,249.871,p_sit,8
249.886,253.492,t_sit_lie,14
253.506,258.209,t_lie_sit,13
258.209,261.999,p_sit,8
262.014,269.35,t_sit_stand,15
269.372,277.596,p_stand,10
277.611,278.731,t_bend,11
278.731,281.127,p_bent,5
281.127,282.769,t_straighten,18
282.777,286.702,p_stand,10
286.732,288.299,t_stand_kneel,16
288.299,292.635,p_kneel,6
292.635,294.665,t_kneel_stand,12
294.673,298.417,p_stand,10
298.417,300.641,a_walk,4
300.641,303.298,t_stand_sit,17
303.305,311.723,p_sit,8
311.723,316.497,t_sit_lie,14
316.497,317.947,p_lie,7
317.947,320.679,t_lie_sit,13
320.68,325.379,p_sit,8
325.379,328.057,t_sit_stand,15
328.078,340.438,p_stand,10
340.455,342.244,t_bend,11
342.244,343.666,p_bent,5
343.666,346.017,t_straighten,18
346.017,350.649,p_stand,10
350.658,352.535,t_stand_kneel,16
352.535,355.702,p_kneel,6
355.702,357.298,t_kneel_stand,12
357.299,361.351,p_stand,10
361.369,362.229,t_turn,19
362.247,363.422,a_walk,4
363.44,365.519,t_stand_sit,17
365.519,367.633,p_sit,8
367.633,370.405,t_sit_lie,14
370.414,372.888,p_lie,7
375.099,378.765,p_lie,7
380.503,385.003,p_lie,7
385.003,389.179,t_lie_sit,13
389.205,390.986,p_sit,8
390.986,392.863,t_sit_stand,15
392.863,400.161,p_stand,10
400.162,402.665,t_bend,11
402.665,404.437,p_bent,5
404.437,406.507,t_straighten,18
406.516,409.569,p_stand,10
409.569,412.113,t_stand_kneel,16
412.113,415.709,p_kneel,6
415.709,418.052,t_kneel_stand,12
418.052,421.526,p_stand,10
421.535,422.851,t_turn,19
422.869,424.036,a_walk,4
424.036,425.746,t_stand_sit,17
425.746,428.299,p_sit,8
428.299,431.299,t_sit_lie,14
431.299,433.396,p_lie,7
435.932,439.573,p_lie,7
441.784,445.846,p_lie,7
445.846,448.267,t_lie_sit,13
448.293,452.872,p_sit,8
452.889,461.279,p_stand,10
461.297,472.439,a_walk,4
472.439,477.597,a_descend,1
477.597,481.702,a_walk,4
481.711,496.843,p_stand,10
496.843,497.957,t_turn,19
