start,end,name,index
84.09,86.38,a_walk,4
86.4,86.75,p_stand,10
86.79,87.78,t_turn,19
87.82,88.75,a_walk,4
88.765,89.875,p_stand,10
89.875,90.925,t_turn,19
90.955,93.365,a_walk,4
93.405,96.095,a_jump,2
96.145,97.935,p_stand,10
97.975,99.025,t_turn,19
99.025,101.305,a_walk,4
101.33,102.25,t_turn,19
102.305,105.675,a_walk,4
105.7,117.74,p_stand,10
117.785,119.345,t_turn,19
119.39,120.77,a_walk,4
120.805,121.915,t_turn,19
121.955,127.07,p_stand,10
127.07,128.78,t_bend,11
128.82,134.42,p_bent,5
134.455,135.585,t_straighten,18
135.615,138.245,p_stand,10
138.315,140.725,t_stand_kneel,16
140.775,144.785,p_kneel,6
144.815,146.715,t_kneel_stand,12
146.76,147.89,p_stand,10
147.95,148.74,t_turn,19
148.77,150.97,t_stand_sit,17
151.025,152.995,p_sit,8
153.015,155.285,t_sit_lie,14
155.345,157.305,p_lie,7
157.34,159.02,t_turn,19
159.075,163.975,p_lie,7
163.99,165.63,t_turn,19
165.675,169.685,p_lie,7
169.695,172.635,t_lie_sit,13
172.67,176.31,p_sit,8
176.385,178.985,t_sit_stand,15
179.05,184.08,p_stand,10
184.11,185.14,t_bend,11
185.17,188.35,p_bent,5
188.395,189.455,t_straighten,18
189.51,193.08,p_stand,10
193.13,196.17,t_stand_kneel,16
196.215,198.925,p_kneel,6
198.965,200.655,t_kneel_stand,12
200.695,202.725,p_stand,10
202.765,203.805,t_turn,19
203.84,206.79,t_stand_sit,17
206.84,208.28,p_sit,8
208.315,210.89,t_sit_lie,14
210.89,214.23,p_lie,7
214.295,216.245,t_turn,19
216.285,220.755,p_lie,7
220.815,222.545,t_turn,19
222.585,226.755,p_lie,7
226.785,229.835,t_lie_sit,13
229.865,233.275,p_sit,8
233.305,235.555,t_sit_stand,15
235.585,237.225,a_walk,4
237.24,241.28,p_stand,10
241.365,242.505,t_bend,11
242.53,245.24,p_bent,5
245.28,246.53,t_straighten,18
246.56,250.29,p_stand,10
250.33,252.75,t_stand_kneel,16
252.785,254.525,p_kneel,6
254.56,256.485,t_kneel_stand,12
256.485,259.375,p_stand,10
259.405,260.175,t_turn,19
260.205,262.645,t_stand_sit,17
262.66,264.68,p_sit,8
264.745,266.555,t_sit_lie,14
266.605,270.005,p_lie,7
270.01,271.65,t_turn,19
271.695,274.905,p_lie,7
274.935,276.925,t_turn,19
276.955,280.855,p_lie,7
280.9,283.37,t_lie_sit,13
283.41,288.25,p_sit,8
288.305,290.155,t_sit_stand,15
290.17,292.69,a_walk,4
292.765,296.675,p_stand,10
296.685,297.525,t_bend,11
297.54,300.66,p_bent,5
300.665,301.985,t_straighten,18
301.985,304.745,p_stand,10
304.79,307.0,t_stand_kneel,16
307.02,309.56,p_kneel,6
309.595,312.425,t_kneel_stand,12
312.485,315.105,p_stand,10
315.14,316.03,t_turn,19
316.07,318.56,t_stand_sit,17
318.61,320.0,p_sit,8
320.05,323.19,t_sit_lie,14
323.255,326.175,p_lie,7
326.21,328.02,t_turn,19
328.1,331.85,p_lie,7
331.88,333.265,t_turn,19
333.265,337.875,p_lie,7
