start,end,name,index
41.33,42.0,a_walk,4
42.04,43.91,t_turn,19
43.95,46.04,p_stand,10
46.085,48.085,t_turn,19
48.125,49.985,a_walk,4
50.015,52.165,a_jump,2
52.19,53.89,p_stand,10
53.91,55.15,t_turn,19
55.18,57.28,a_walk,4
57.335,58.445,t_turn,19
58.48,61.91,a_walk,4
61.955,64.065,p_stand,10
64.11,66.355,t_turn,19
66.355,66.785,p_stand,10
66.82,67.53,t_turn,19
67.585,68.035,a_walk,4
68.05,68.98,t_turn,19
69.035,70.205,t_stand_sit,17
70.25,93.757,p_sit,8
93.802,95.422,t_sit_stand,15
95.432,97.932,p_stand,10
97.962,99.297,t_bend,11
99.297,102.307,p_bent,5
102.342,103.582,t_straighten,18
103.622,107.732,p_stand,10
107.747,109.377,t_stand_kneel,16
109.422,112.782,p_kneel,6
112.782,114.472,t_kneel_stand,12
114.517,119.327,p_stand,10
119.332,121.162,t_stand_sit,17
121.217,124.787,p_sit,8
124.787,126.997,t_sit_lie,14
127.032,129.502,p_lie,7
129.527,130.887,t_turn,19
130.927,135.307,p_lie,7
135.357,138.147,t_turn,19
138.172,141.212,p_lie,7
141.262,143.682,t_lie_sit,13
143.702,147.132,p_sit,8
147.187,148.977,t_sit_stand,15
148.992,154.952,p_stand,10
154.982,156.502,t_bend,11
156.512,159.842,p_bent,5
159.877,161.037,t_straighten,18
161.067,164.227,p_stand,10
164.267,166.027,t_stand_kneel,16
166.057,169.727,p_kneel,6
169.772,171.182,t_kneel_stand,12
171.187,175.387,p_stand,10
175.407,177.047,t_stand_sit,17
177.077,181.317,p_sit,8
181.347,183.897,t_sit_lie,14
183.942,186.082,p_lie,7
186.122,187.762,t_turn,19
187.802,191.112,p_lie,7
191.147,193.197,t_turn,19
193.242,196.962,p_lie,7
197.012,199.412,t_lie_sit,13
199.442,203.062,p_sit,8
203.112,205.052,t_sit_stand,15
205.067,213.057,p_stand,10
213.087,214.167,t_bend,11
214.197,218.447,p_bent,5
218.472,219.822,t_straighten,18
219.837,222.677,p_stand,10
222.697,224.637,t_stand_kneel,16
224.657,227.247,p_kneel,6
227.272,228.752,t_kneel_stand,12
228.772,232.752,p_stand,10
232.812,234.342,t_stand_sit,17
234.387,238.057,p_sit,8
238.092,241.112,t_sit_lie,14
241.152,243.912,p_lie,7
243.932,245.652,t_turn,19
245.672,250.302,p_lie,7
250.337,252.127,t_turn,19
252.172,256.332,p_lie,7
256.362,258.762,t_lie_sit,13
258.782,263.112,p_sit,8
263.137,265.317,t_sit_stand,15
265.352,271.702,p_stand,10
271.747,272.937,t_bend,11
272.942,276.912,p_bent,5
276.957,278.257,t_straighten,18
278.287,282.647,p_stand,10
282.677,284.637,t_stand_kneel,16
284.637,287.637,p_kneel,6
287.657,289.647,t_kneel_stand,12
289.702,291.952,p_stand,10
291.992,292.692,a_walk,4
292.747,294.877,t_stand_sit,17
294.902,299.162,p_sit,8
299.202,301.712,t_sit_lie,14
301.727,305.617,p_lie,7
305.672,307.382,t_turn,19
307.447,312.347,p_lie,7
312.367,314.267,t_turn,19
314.287,319.407,p_lie,7
319.437,321.527,t_lie_sit,13
321.532,324.922,p_sit,8
324.947,326.687,t_sit_stand,15
326.737,333.877,p_stand,10
333.907,334.967,t_bend,11
334.997,338.517,p_bent,5
338.547,339.937,t_straighten,18
339.952,343.512,p_stand,10
343.522,345.852,t_stand_kneel,16
345.887,348.987,p_kneel,6
349.007,351.067,t_kneel_stand,12
351.107,355.227,p_stand,10
355.287,356.937,t_stand_sit,17
356.962,360.392,p_sit,8
360.417,363.257,t_sit_lie,14
363.267,367.157,p_lie,7
367.192,370.572,t_turn,19
370.602,373.362,p_lie,7
373.392,376.422,t_turn,19
376.477,381.847,p_lie,7
381.862,384.252,t_lie_sit,13
384.277,388.147,p_sit,8
388.182,389.802,t_sit_stand,15
389.842,395.082,p_stand,10
395.132,396.262,t_turn,19
396.287,398.647,a_walk,4
398.672,400.582,p_stand,10
400.607,406.017,a_walk,4
406.05,409.07,a_descend,1
409.11,411.53,a_walk,4
411.575,413.775,p_stand,10
413.835,414.765,t_turn,19
414.8,415.84,a_walk,4
415.88,418.4,p_stand,10
418.43,419.46,t_turn,19
419.505,420.34,a_walk,4
420.34,420.98,p_stand,10
421.01,422.3,t_turn,19
422.365,423.535,a_walk,4
423.58,424.55,t_bend,11
424.605,425.365,t_straighten,18
425.365,426.27,t_turn,19
426.27,428.51,a_walk,4
428.55,437.96,p_stand,10
438.025,439.565,t_turn,19
439.585,441.355,a_walk,4
441.39,442.15,p_stand,10
442.2,443.09,t_bend,11
443.13,445.45,p_bent,5
445.47,446.32,t_straighten,18
446.365,446.985,t_turn,19
447.005,448.965,a_walk,4
449.01,450.99,p_stand,10
451.01,451.88,t_turn,19
451.91,453.14,p_stand,10
453.175,454.025,a_walk,4
454.04,458.73,p_stand,10
458.755,459.935,t_turn,19
459.955,461.545,a_walk,4
461.6,467.05,p_stand,10
467.095,467.715,t_bend,11
467.765,474.555,p_bent,5
474.58,475.13,t_straighten,18
475.155,475.805,t_turn,19
475.81,477.37,a_walk,4
477.39,479.89,p_stand,10
479.91,480.87,a_walk,4
480.9,488.3,p_stand,10
488.35,489.24,t_bend,11
489.255,492.015,p_bent,5
492.065,493.025,t_straighten,18
493.065,493.755,t_turn,19
493.77,494.06,p_stand,10
494.095,494.515,t_turn,19
494.545,495.345,a_walk,4
495.36,514.57,p_stand,10
514.6,516.18,t_turn,19
516.21,518.19,a_walk,4
518.2,521.76,p_stand,10
521.8,522.81,t_turn,19
522.835,525.675,a_walk,4
525.7,528.15,p_stand,10
528.215,529.285,t_turn,19
529.29,530.01,p_stand,10
530.02,530.64,t_turn,19
530.67,535.88,p_stand,10
535.915,538.295,t_turn,19
538.35,543.33,p_stand,10
543.365,544.205,t_bend,11
544.235,544.795,p_bent,5
544.835,545.165,t_straighten,18
545.2,546.98,t_turn,19
547.03,548.73,a_walk,4
548.74,549.7,t_bend,11
549.74,550.61,p_bent,5
550.645,551.115,t_straighten,18
551.13,551.77,t_turn,19
551.79,553.7,a_walk,4
553.725,557.925,p_stand,10
557.965,559.625,t_turn,19
559.665,560.915,a_walk,4
560.94,561.78,t_bend,11
561.805,562.605,p_bent,5
562.615,563.305,t_straighten,18
563.32,564.36,t_turn,19
564.39,566.28,a_walk,4
566.34,638.78,p_stand,10
638.84,641.07,t_turn,19
641.13,648.9,p_stand,10
648.925,650.685,t_turn,19
650.71,652.71,a_walk,4
652.74,653.67,t_turn,19
653.725,656.965,a_walk,4
657.02,658.29,p_stand,10
658.345,659.605,t_turn,19
659.635,661.985,a_walk,4
662.03,664.93,a_ascend,0
664.975,666.815,a_walk,4
666.855,668.415,p_stand,10
668.455,670.845,a_walk,4
670.88,672.03,p_stand,10
672.06,673.3,a_walk,4
673.32,674.3,t_turn,19
674.35,675.5,t_bend,11
675.54,676.82,p_bent,5
676.86,677.43,t_straighten,18
677.495,678.165,t_turn,19
678.2,678.98,a_walk,4
679.0,679.65,p_stand,10
679.685,680.475,t_turn,19
680.49,683.23,a_walk,4
683.285,684.705,t_stand_sit,17
684.735,686.625,p_sit,8
686.65,687.34,t_bend,11
687.385,688.885,t_straighten,18
688.91,837.73,p_sit,8
837.76,839.22,t_sit_stand,15
839.24,841.08,a_walk,4
841.125,841.665,t_turn,19
841.715,844.305,p_stand,10
844.35,845.6,t_bend,11
845.63,846.81,p_bent,5
846.85,847.62,t_straighten,18
847.655,855.415,a_walk,4
855.455,858.255,a_descend,1
858.305,861.295,a_walk,4
861.34,862.71,t_turn,19
862.755,864.845,a_walk,4
864.86,866.06,t_turn,19
866.1,869.25,a_walk,4
869.295,872.785,p_stand,10
872.825,874.135,t_turn,19
874.14,874.9,t_bend,11
874.91,875.36,t_straighten,18
875.375,875.945,t_turn,19
875.97,877.02,a_walk,4
877.03,924.107,p_stand,10
924.12,925.0,t_turn,19
925.05,926.57,p_stand,10
926.61,927.96,t_turn,19
927.995,928.795,p_stand,10
928.835,930.315,a_walk,4
930.345,931.795,t_turn,19
931.825,932.645,a_walk,4
932.67,942.592,p_stand,10
942.641,944.211,t_turn,19
