start,end,name,index
51.35,52.48,a_walk,4
52.48,54.09,t_turn,19
54.14,55.33,p_stand,10
55.36,56.11,t_turn,19
56.13,58.0,a_walk,4
58.065,60.615,a_jump,2
60.65,63.59,p_stand,10
63.62,64.82,t_turn,19
64.86,65.99,a_walk,4
66.005,66.755,t_turn,19
66.77,70.08,a_walk,4
70.125,74.765,p_stand,10
74.815,77.195,t_turn,19
77.245,82.155,p_stand,10
82.19,84.2,t_turn,19
84.215,86.885,a_walk,4
86.89,88.44,p_stand,10
88.495,89.705,t_bend,11
89.75,92.78,p_bent,5
92.815,94.255,t_straighten,18
94.295,97.745,p_stand,10
97.77,99.34,t_stand_kneel,16
99.375,102.245,p_kneel,6
102.25,103.69,t_kneel_stand,12
103.73,107.53,p_stand,10
107.56,109.375,t_turn,19
109.39,110.3,t_stand_sit,17
110.335,113.705,p_sit,8
113.72,115.98,t_sit_lie,14
116.01,118.92,p_lie,7
118.975,120.525,t_turn,19
120.56,123.74,p_lie,7
123.76,125.29,t_turn,19
125.325,130.045,p_lie,7
130.085,132.41,t_lie_sit,13
132.41,134.82,p_sit,8
134.86,136.48,t_sit_stand,15
136.505,142.795,p_stand,10
142.82,144.23,t_bend,11
144.255,146.555,p_bent,5
146.585,147.955,t_straighten,18
147.97,152.0,p_stand,10
152.035,154.135,t_stand_kneel,16
154.165,157.115,p_kneel,6
157.13,158.94,t_kneel_stand,12
158.965,161.995,p_stand,10
162.02,162.94,t_turn,19
162.97,164.87,t_stand_sit,17
164.89,166.89,p_sit,8
166.91,170.2,t_sit_lie,14
170.21,171.88,p_lie,7
171.895,173.985,t_turn,19
174.01,177.44,p_lie,7
177.465,178.945,t_turn,19
178.975,183.205,p_lie,7
183.23,186.25,t_lie_sit,13
186.29,188.51,p_sit,8
188.54,190.0,t_sit_stand,15
190.04,196.08,p_stand,10
196.11,196.78,a_walk,4
196.805,197.975,t_bend,11
198.0,201.46,p_bent,5
201.51,202.94,t_straighten,18
202.995,206.545,p_stand,10
206.58,208.34,t_stand_kneel,16
208.38,211.23,p_kneel,6
211.235,213.145,t_kneel_stand,12
213.18,216.18,p_stand,10
216.2,216.88,t_turn,19
216.9,219.18,t_stand_sit,17
219.23,222.29,p_sit,8
222.33,224.68,t_sit_lie,14
224.685,228.865,p_lie,7
228.875,230.835,t_turn,19
230.865,233.265,p_lie,7
233.265,234.975,t_turn,19
235.01,239.42,p_lie,7
239.445,241.795,t_lie_sit,13
241.8,244.94,p_sit,8
244.95,246.56,t_sit_stand,15
246.585,253.955,p_stand,10
253.97,255.77,t_bend,11
255.78,259.05,p_bent,5
259.075,260.395,t_straighten,18
260.425,263.675,p_stand,10
263.69,265.6,t_stand_kneel,16
265.625,268.395,p_kneel,6
268.42,270.23,t_kneel_stand,12
270.265,274.025,p_stand,10
274.055,274.815,t_turn,19
274.855,276.975,t_stand_sit,17
277.005,278.825,p_sit,8
278.855,280.655,t_sit_lie,14
280.705,283.155,p_lie,7
283.16,285.25,t_turn,19
285.305,289.495,p_lie,7
289.55,290.86,t_turn,19
290.905,294.995,p_lie,7
295.02,297.64,t_lie_sit,13
297.67,300.21,p_sit,8
300.27,301.74,t_sit_stand,15
301.795,308.01,p_stand,10
308.01,310.45,t_bend,11
310.47,312.85,p_bent,5
312.86,314.35,t_straighten,18
314.35,318.74,p_stand,10
318.775,320.415,t_stand_kneel,16
320.445,323.975,p_kneel,6
323.98,325.64,t_kneel_stand,12
325.64,330.05,p_stand,10
330.095,330.955,t_turn,19
330.995,332.965,t_stand_sit,17
332.99,335.17,p_sit,8
335.21,337.43,t_sit_lie,14
337.46,340.05,p_lie,7
340.055,341.905,t_turn,19
341.905,346.075,p_lie,7
346.09,347.74,t_turn,19
347.755,352.025,p_lie,7
352.06,354.96,t_lie_sit,13
354.99,357.2,p_sit,8
357.2,358.91,t_sit_stand,15
358.94,364.52,p_stand,10
364.55,365.69,t_turn,19
365.73,367.79,a_walk,4
367.81,369.86,p_stand,10
369.875,370.725,a_walk,4
370.755,371.535,t_turn,19
371.555,375.095,a_walk,4
375.13,379.01,a_descend,1
379.04,381.02,a_walk,4
381.02,382.89,p_stand,10
382.915,384.105,t_turn,19
384.13,385.81,a_walk,4
385.83,387.24,p_stand,10
387.285,387.925,t_bend,11
387.955,389.165,p_bent,5
389.23,389.82,t_straighten,18
389.865,390.815,a_walk,4
390.86,391.93,p_stand,10
391.975,392.845,t_turn,19
392.86,393.98,a_walk,4
394.025,396.415,p_stand,10
